Chr,Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
chr9,Gm16124,2.0,,,4.0,5.0,1.0,1.0,1.0,7.0,1.0,,2.0
chr9,Gm20199,1.0,1.0,4.0,4.0,11.0,,,,6.0,2.0,4.0,6.0
chr9,Gm20346,2.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
chr9,Gm2087,,,3.0,,5.0,,,1.0,10.0,2.0,,3.0
chr9,Gm29642,11.0,39.0,48.0,61.0,64.0,36.0,44.0,54.0,62.0,51.0,39.0,52.0
chr9,Gm38431,29.0,37.0,32.0,34.0,63.0,28.0,30.0,29.0,25.0,20.0,24.0,32.0
chr9,Gmppb,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
chr9,Gnai2,14.0,14.0,12.0,27.0,60.0,12.0,10.0,8.0,29.0,6.0,17.0,42.0
chr9,Gnb5,20.0,47.0,31.0,56.0,115.0,18.0,31.0,30.0,65.0,18.0,52.0,40.0
chr9,Golga4,61.0,87.0,87.0,87.0,184.0,63.0,59.0,83.0,104.0,56.0,72.0,86.0
chr9,Gorasp1,14.0,12.0,13.0,20.0,27.0,14.0,13.0,12.0,12.0,14.0,12.0,15.0
chr9,Gpd1l,31.0,31.0,33.0,33.0,43.0,31.0,32.0,31.0,36.0,31.0,34.0,31.0
chr9,Gpr62,9.0,7.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0
chr9,Gpr83,32.0,33.0,33.0,33.0,37.0,33.0,33.0,34.0,33.0,33.0,34.0,33.0
chr9,Gpx1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr9,Gramd1b,238.0,285.0,273.0,279.0,453.0,256.0,256.0,266.0,331.0,186.0,294.0,338.0
chr9,Gramd2,12.0,10.0,19.0,13.0,26.0,19.0,19.0,25.0,21.0,18.0,17.0,19.0
chr9,Gria4,30.0,49.0,68.0,58.0,238.0,47.0,30.0,36.0,96.0,44.0,55.0,89.0
chr9,Grik4,98.0,227.0,127.0,88.0,215.0,56.0,78.0,80.0,122.0,71.0,171.0,127.0
chr9,Grm2,23.0,23.0,25.0,30.0,24.0,23.0,23.0,23.0,23.0,30.0,23.0,23.0
chr9,Gsta4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
chr9,Gtf2a2,3.0,7.0,6.0,5.0,12.0,7.0,9.0,8.0,9.0,7.0,4.0,9.0
chr9,Gucy1a2,42.0,43.0,47.0,46.0,56.0,45.0,43.0,50.0,49.0,45.0,43.0,47.0
chr9,Hacd3,43.0,48.0,46.0,49.0,96.0,53.0,36.0,37.0,62.0,45.0,48.0,61.0
chr9,Hcn4,3.0,2.0,3.0,2.0,17.0,6.0,1.0,,5.0,8.0,1.0,3.0
chr9,Hcrtr2,1.0,6.0,4.0,2.0,12.0,8.0,5.0,4.0,10.0,3.0,8.0,9.0
chr9,Hemk1,21.0,32.0,25.0,37.0,69.0,29.0,40.0,35.0,41.0,18.0,32.0,42.0
chr9,Hepacam,27.0,22.0,38.0,37.0,53.0,23.0,24.0,33.0,50.0,29.0,43.0,40.0
chr9,Herc1,44.0,58.0,62.0,52.0,163.0,42.0,43.0,49.0,90.0,34.0,53.0,80.0
chr9,Herpud2,37.0,47.0,72.0,71.0,91.0,64.0,56.0,61.0,80.0,62.0,59.0,63.0
chr9,Hexa,12.0,12.0,18.0,17.0,67.0,17.0,18.0,12.0,19.0,12.0,18.0,21.0
chr9,Hhatl,11.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0,11.0,11.0,10.0,11.0
chr9,Higd1a,12.0,13.0,17.0,22.0,27.0,14.0,14.0,16.0,18.0,15.0,15.0,22.0
chr9,Hinfp,2.0,3.0,3.0,4.0,8.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0
chr9,Hmbs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr9,Hmg20a,48.0,56.0,68.0,69.0,124.0,57.0,51.0,68.0,89.0,49.0,67.0,76.0
chr9,Hmgcll1,21.0,20.0,28.0,25.0,61.0,28.0,28.0,30.0,33.0,24.0,21.0,24.0
chr9,Hmgn3,10.0,29.0,36.0,33.0,82.0,28.0,29.0,23.0,49.0,10.0,17.0,38.0
chr9,Hspa8,9.0,8.0,8.0,11.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,11.0
chr9,Htr1b,10.0,7.0,6.0,6.0,16.0,17.0,14.0,15.0,13.0,12.0,12.0,14.0
chr9,Htr3a,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
chr9,Hyal1,6.0,8.0,7.0,9.0,9.0,6.0,7.0,8.0,8.0,8.0,6.0,9.0
chr9,Hyal2,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
chr9,Hyal3,5.0,5.0,6.0,8.0,9.0,5.0,3.0,7.0,7.0,7.0,5.0,8.0
chr9,Hykk,4.0,4.0,15.0,17.0,19.0,14.0,11.0,14.0,17.0,16.0,15.0,16.0
chr9,Hyls1,7.0,7.0,7.0,15.0,27.0,15.0,11.0,14.0,14.0,9.0,11.0,13.0
chr9,Ibtk,26.0,26.0,28.0,26.0,34.0,25.0,27.0,25.0,26.0,25.0,26.0,27.0
chr9,Icam5,12.0,15.0,15.0,15.0,18.0,15.0,15.0,14.0,15.0,12.0,15.0,15.0
chr9,Ice2,7.0,10.0,10.0,13.0,52.0,11.0,11.0,11.0,20.0,8.0,11.0,22.0
chr9,Idh3a,15.0,21.0,23.0,20.0,35.0,19.0,25.0,21.0,26.0,14.0,20.0,23.0
chr9,Ifrd2,4.0,3.0,4.0,5.0,12.0,4.0,4.0,6.0,6.0,8.0,6.0,6.0
chr9,Ift46,6.0,6.0,7.0,12.0,22.0,7.0,8.0,11.0,10.0,4.0,14.0,6.0
chr9,Igdcc3,6.0,4.0,14.0,4.0,17.0,5.0,9.0,7.0,12.0,3.0,4.0,1.0
chr9,Igdcc4,25.0,19.0,20.0,22.0,39.0,20.0,20.0,19.0,23.0,19.0,24.0,29.0
chr9,Igsf9b,100.0,98.0,95.0,103.0,134.0,109.0,103.0,104.0,104.0,103.0,106.0,110.0
chr9,Il18,,1.0,6.0,7.0,10.0,9.0,2.0,5.0,13.0,1.0,3.0,12.0
chr9,Il20rb,2.0,,7.0,5.0,2.0,,4.0,3.0,5.0,6.0,4.0,1.0
chr9,Ilf3,18.0,21.0,20.0,17.0,32.0,17.0,20.0,18.0,24.0,11.0,17.0,26.0
chr9,Imp3,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0
chr9,Impdh2,3.0,5.0,6.0,6.0,13.0,2.0,5.0,2.0,2.0,2.0,3.0,9.0
chr9,Insyn1,35.0,38.0,43.0,50.0,50.0,35.0,46.0,38.0,40.0,43.0,44.0,48.0
chr9,Ints14,13.0,15.0,15.0,13.0,23.0,12.0,20.0,13.0,16.0,14.0,12.0,30.0
chr9,Ip6k1,35.0,31.0,41.0,43.0,66.0,37.0,35.0,39.0,67.0,35.0,43.0,49.0
chr9,Ip6k2,17.0,26.0,23.0,36.0,47.0,24.0,35.0,28.0,34.0,22.0,38.0,37.0
chr9,Irak1bp1,26.0,23.0,27.0,56.0,60.0,35.0,48.0,50.0,38.0,42.0,58.0,47.0
chr9,Ireb2,11.0,16.0,15.0,16.0,39.0,13.0,15.0,14.0,27.0,15.0,16.0,22.0
chr9,Islr,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0
chr9,Islr2,18.0,16.0,17.0,18.0,18.0,16.0,16.0,17.0,17.0,17.0,18.0,17.0
chr9,Itga11,1.0,,1.0,10.0,13.0,3.0,3.0,4.0,5.0,12.0,3.0,2.0
chr9,Itga9,27.0,22.0,40.0,46.0,52.0,39.0,34.0,40.0,53.0,35.0,41.0,45.0
chr9,Jam3,17.0,10.0,11.0,14.0,54.0,19.0,12.0,22.0,17.0,9.0,12.0,24.0
chr9,Kank2,24.0,24.0,24.0,25.0,25.0,24.0,24.0,25.0,25.0,25.0,24.0,25.0
chr9,Kbtbd3,5.0,9.0,16.0,12.0,29.0,9.0,12.0,8.0,21.0,6.0,17.0,12.0
chr9,Kdm4d,2.0,,1.0,3.0,7.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0
chr9,Keap1,14.0,14.0,18.0,17.0,30.0,14.0,13.0,15.0,14.0,10.0,11.0,16.0
chr9,Kif9,1.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,,2.0
chr9,Kirrel3,169.0,187.0,652.0,115.0,914.0,56.0,74.0,101.0,379.0,76.0,98.0,180.0
chr9,Klhdc8b,8.0,8.0,8.0,8.0,12.0,7.0,8.0,7.0,9.0,8.0,7.0,9.0
chr9,Klhl18,18.0,16.0,16.0,16.0,32.0,17.0,19.0,18.0,21.0,16.0,17.0,17.0
chr9,Klhl40,5.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,3.0,6.0
chr9,Kmt2a,12.0,8.0,9.0,12.0,38.0,5.0,7.0,6.0,14.0,2.0,18.0,12.0
chr9,Kri1,15.0,20.0,15.0,15.0,30.0,14.0,14.0,14.0,15.0,14.0,14.0,17.0
chr9,Ky,18.0,9.0,27.0,19.0,27.0,1.0,15.0,14.0,15.0,27.0,12.0,19.0
chr9,Lactb,11.0,14.0,13.0,14.0,20.0,12.0,12.0,12.0,14.0,11.0,11.0,12.0
chr9,Lamb2,14.0,13.0,15.0,15.0,16.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0
chr9,Larp6,18.0,38.0,47.0,68.0,70.0,36.0,33.0,36.0,63.0,42.0,47.0,41.0
chr9,Lars2,4.0,4.0,4.0,5.0,7.0,4.0,4.0,4.0,6.0,2.0,4.0,4.0
chr9,Lca5,8.0,11.0,11.0,16.0,21.0,18.0,13.0,14.0,15.0,12.0,14.0,16.0
chr9,Ldlr,28.0,27.0,27.0,27.0,28.0,27.0,27.0,28.0,28.0,27.0,27.0,28.0
chr9,Leo1,15.0,15.0,16.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0
chr9,Limd1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0
chr9,Lingo1,58.0,81.0,62.0,75.0,185.0,75.0,67.0,60.0,77.0,55.0,92.0,95.0
chr9,Loxl1,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
chr9,Lrrc1,14.0,15.0,16.0,17.0,21.0,14.0,9.0,15.0,15.0,13.0,12.0,16.0
chr9,Lrrc2,,,1.0,3.0,11.0,5.0,5.0,4.0,8.0,3.0,,8.0
chr9,Lrrc49,12.0,24.0,32.0,26.0,94.0,22.0,15.0,24.0,46.0,20.0,28.0,45.0
chr9,Lrrfip2,2.0,4.0,2.0,2.0,8.0,3.0,1.0,1.0,6.0,1.0,2.0,3.0
chr9,Lysmd2,15.0,11.0,22.0,13.0,43.0,16.0,13.0,11.0,24.0,12.0,15.0,22.0
chr9,Lztfl1,17.0,20.0,22.0,21.0,33.0,24.0,22.0,24.0,23.0,19.0,22.0,28.0
chr9,M5C1000I18Rik,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
chr9,Maml2,52.0,48.0,89.0,33.0,37.0,19.0,17.0,54.0,84.0,24.0,25.0,33.0
chr9,Man2c1,10.0,13.0,13.0,14.0,23.0,16.0,15.0,13.0,13.0,11.0,13.0,18.0
chr9,Manf,7.0,4.0,2.0,1.0,8.0,1.0,4.0,4.0,2.0,4.0,2.0,7.0
chr9,Map2k1,28.0,18.0,21.0,24.0,49.0,10.0,17.0,15.0,34.0,13.0,20.0,33.0
chr9,Map2k5,8.0,10.0,10.0,13.0,21.0,7.0,6.0,14.0,12.0,7.0,13.0,12.0
chr9,Map4,103.0,121.0,135.0,134.0,159.0,137.0,131.0,147.0,176.0,120.0,138.0,150.0
chr9,Mapk6,8.0,8.0,8.0,8.0,12.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0
chr9,Mapkapk3,1.0,,1.0,3.0,5.0,1.0,,3.0,5.0,1.0,,1.0
chr9,Mcam,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
chr9,Me1,20.0,22.0,20.0,20.0,23.0,21.0,20.0,22.0,24.0,20.0,21.0,20.0
chr9,Med17,14.0,20.0,28.0,33.0,69.0,24.0,29.0,26.0,27.0,19.0,29.0,34.0
chr9,Megf11,21.0,26.0,27.0,28.0,28.0,27.0,27.0,22.0,27.0,24.0,27.0,27.0
chr9,Mfrp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
chr9,Minar1,6.0,8.0,12.0,12.0,26.0,12.0,11.0,10.0,19.0,8.0,9.0,12.0
chr9,Mindy2,22.0,20.0,22.0,24.0,29.0,22.0,22.0,21.0,23.0,23.0,22.0,23.0
chr9,Mir100hg,75.0,76.0,117.0,87.0,317.0,94.0,65.0,58.0,147.0,36.0,77.0,149.0
chr9,Mlip,27.0,28.0,29.0,31.0,38.0,31.0,30.0,31.0,34.0,31.0,30.0,31.0
chr9,Mns1,4.0,2.0,2.0,6.0,7.0,7.0,,3.0,7.0,1.0,2.0,7.0
chr9,Mobp,92.0,173.0,158.0,209.0,180.0,66.0,94.0,138.0,122.0,98.0,170.0,180.0
chr9,Mon1a,6.0,9.0,8.0,5.0,14.0,7.0,9.0,6.0,16.0,7.0,11.0,7.0
chr9,Morf4l1,16.0,16.0,26.0,29.0,45.0,17.0,21.0,22.0,25.0,19.0,24.0,24.0
chr9,Mpi,16.0,16.0,17.0,16.0,21.0,17.0,17.0,14.0,20.0,16.0,20.0,19.0
chr9,Mpzl3,1.0,1.0,,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0
chr9,Mrap2,21.0,22.0,21.0,22.0,28.0,19.0,16.0,21.0,23.0,8.0,14.0,21.0
chr9,Mras,52.0,53.0,57.0,78.0,140.0,71.0,60.0,56.0,95.0,52.0,69.0,100.0
chr9,Mre11a,27.0,26.0,28.0,29.0,32.0,32.0,30.0,31.0,33.0,32.0,32.0,32.0
chr9,Mrpl3,48.0,62.0,79.0,76.0,102.0,55.0,60.0,63.0,82.0,52.0,71.0,85.0
chr9,Mrpl4,16.0,18.0,19.0,17.0,32.0,15.0,21.0,13.0,17.0,13.0,19.0,21.0
chr9,Mrps22,8.0,9.0,15.0,10.0,23.0,10.0,12.0,9.0,14.0,8.0,10.0,12.0
chr9,Msantd2,22.0,31.0,35.0,48.0,74.0,29.0,32.0,32.0,73.0,37.0,51.0,64.0
chr9,Msantd4,13.0,14.0,16.0,19.0,22.0,14.0,17.0,16.0,30.0,14.0,14.0,14.0
chr9,Msl2,20.0,18.0,19.0,24.0,29.0,13.0,19.0,23.0,27.0,20.0,22.0,24.0
chr9,Mtfmt,6.0,9.0,11.0,8.0,18.0,8.0,7.0,7.0,12.0,10.0,14.0,11.0
chr9,Mthfs,6.0,2.0,5.0,6.0,23.0,2.0,5.0,5.0,9.0,3.0,7.0,9.0
chr9,Mthfsl,15.0,7.0,18.0,13.0,33.0,12.0,7.0,18.0,32.0,10.0,19.0,16.0
chr9,Mtmr2,30.0,56.0,52.0,49.0,113.0,32.0,41.0,42.0,64.0,36.0,47.0,68.0
chr9,Mto1,4.0,3.0,4.0,3.0,8.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0
chr9,Myd88,9.0,12.0,14.0,13.0,14.0,13.0,6.0,12.0,14.0,11.0,14.0,14.0
chr9,Myo1e,18.0,21.0,22.0,23.0,22.0,22.0,20.0,22.0,22.0,20.0,17.0,21.0
chr9,Myo5a,94.0,104.0,148.0,100.0,333.0,89.0,97.0,94.0,177.0,87.0,114.0,161.0
chr9,Myo6,83.0,123.0,133.0,136.0,186.0,117.0,133.0,149.0,160.0,117.0,141.0,165.0
chr9,Myo9a,42.0,34.0,40.0,37.0,106.0,37.0,38.0,47.0,68.0,37.0,42.0,51.0
chr9,Myrip,60.0,73.0,48.0,63.0,203.0,43.0,47.0,65.0,69.0,44.0,63.0,80.0
chr9,Naa80,5.0,5.0,6.0,8.0,8.0,5.0,3.0,7.0,7.0,7.0,5.0,8.0
chr9,Nbeal2,18.0,15.0,24.0,24.0,34.0,21.0,27.0,17.0,23.0,15.0,19.0,22.0
chr9,Ncam1,302.0,303.0,439.0,356.0,821.0,257.0,227.0,328.0,511.0,283.0,320.0,347.0
chr9,Ncapd3,24.0,21.0,25.0,27.0,46.0,21.0,26.0,29.0,26.0,17.0,21.0,25.0
chr9,Nck1,9.0,5.0,10.0,12.0,19.0,10.0,12.0,11.0,16.0,10.0,10.0,9.0
chr9,Nckipsd,10.0,15.0,13.0,15.0,23.0,12.0,17.0,11.0,15.0,7.0,19.0,17.0
chr9,Ndufaf3,6.0,8.0,8.0,8.0,11.0,10.0,10.0,8.0,10.0,9.0,8.0,8.0
chr9,Nectin1,27.0,27.0,26.0,26.0,72.0,28.0,27.0,26.0,27.0,26.0,28.0,34.0
chr9,Nedd4,106.0,111.0,133.0,143.0,248.0,90.0,110.0,123.0,169.0,99.0,120.0,144.0
chr9,Neil1,4.0,16.0,15.0,13.0,29.0,9.0,19.0,13.0,19.0,6.0,14.0,16.0
chr9,Nek11,3.0,7.0,1.0,22.0,23.0,6.0,1.0,12.0,21.0,1.0,6.0,14.0
chr9,Neo1,42.0,45.0,50.0,47.0,205.0,52.0,34.0,50.0,94.0,21.0,63.0,68.0
chr9,Nfrkb,29.0,47.0,27.0,49.0,101.0,34.0,43.0,34.0,31.0,25.0,45.0,57.0
chr9,Nicn1,5.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr9,Nkapd1,2.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,6.0,2.0,2.0,2.0
chr9,Nktr,77.0,80.0,72.0,80.0,113.0,72.0,75.0,75.0,83.0,68.0,84.0,89.0
chr9,Nme6,1.0,2.0,4.0,2.0,8.0,5.0,1.0,5.0,6.0,2.0,7.0,6.0
chr9,Nmnat3,,,,,4.0,,4.0,1.0,7.0,1.0,3.0,
chr9,Npat,14.0,16.0,16.0,18.0,33.0,15.0,18.0,15.0,26.0,18.0,22.0,31.0
chr9,Nphp3,38.0,41.0,49.0,44.0,61.0,46.0,42.0,42.0,54.0,41.0,37.0,55.0
chr9,Nprl2,9.0,9.0,9.0,9.0,11.0,9.0,10.0,7.0,13.0,7.0,13.0,11.0
chr9,Npsr1,1.0,5.0,13.0,17.0,23.0,4.0,13.0,18.0,19.0,10.0,9.0,11.0
chr9,Nptn,131.0,146.0,156.0,137.0,184.0,128.0,133.0,143.0,168.0,128.0,142.0,166.0
chr9,Nrg4,,,,1.0,,,,,6.0,3.0,,
chr9,Nrgn,21.0,25.0,29.0,28.0,30.0,24.0,29.0,26.0,27.0,29.0,26.0,31.0
chr9,Nt5e,7.0,15.0,17.0,16.0,17.0,14.0,16.0,14.0,17.0,16.0,14.0,16.0
chr9,Ntm,73.0,91.0,67.0,21.0,699.0,121.0,23.0,34.0,263.0,10.0,52.0,101.0
chr9,Nudt16,21.0,15.0,15.0,22.0,23.0,23.0,17.0,22.0,24.0,21.0,19.0,23.0
chr9,Nxpe4,14.0,14.0,18.0,21.0,28.0,18.0,18.0,20.0,20.0,17.0,20.0,19.0
chr9,Oaf,12.0,12.0,11.0,11.0,15.0,15.0,12.0,11.0,12.0,11.0,12.0,15.0
chr9,Oaz2,16.0,18.0,32.0,38.0,57.0,21.0,30.0,22.0,21.0,16.0,25.0,44.0
chr9,Olfm2,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr9,Olfr905,,,,,,,,,,4.0,,
chr9,Opcml,114.0,440.0,418.0,163.0,1041.0,187.0,130.0,193.0,531.0,102.0,280.0,361.0
chr9,Osbpl10,30.0,18.0,22.0,21.0,88.0,23.0,25.0,23.0,36.0,19.0,20.0,21.0
chr9,Oxsr1,21.0,29.0,28.0,27.0,47.0,25.0,27.0,30.0,33.0,28.0,30.0,27.0
chr9,P4htm,7.0,12.0,10.0,15.0,39.0,8.0,10.0,10.0,31.0,10.0,15.0,18.0
chr9,Pafah1b2,18.0,10.0,12.0,8.0,23.0,11.0,15.0,7.0,14.0,9.0,13.0,18.0
chr9,Panx1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
chr9,Paqr5,7.0,23.0,12.0,30.0,26.0,10.0,6.0,23.0,27.0,10.0,2.0,30.0
chr9,Paqr9,52.0,51.0,51.0,51.0,52.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0
chr9,Parp16,4.0,5.0,6.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0
chr9,Parp3,1.0,6.0,8.0,13.0,12.0,4.0,4.0,9.0,12.0,3.0,3.0,5.0
chr9,Parp6,13.0,24.0,26.0,24.0,45.0,16.0,26.0,26.0,23.0,15.0,28.0,32.0
chr9,Pcbp4,22.0,29.0,32.0,37.0,41.0,33.0,35.0,30.0,35.0,24.0,33.0,36.0
chr9,Pccb,17.0,16.0,16.0,18.0,20.0,16.0,17.0,17.0,16.0,16.0,20.0,16.0
chr9,Pcolce2,13.0,13.0,13.0,17.0,16.0,14.0,11.0,16.0,14.0,12.0,12.0,16.0
chr9,Pcsk7,6.0,3.0,4.0,5.0,12.0,4.0,1.0,3.0,6.0,2.0,7.0,9.0
chr9,Pdcd6ip,20.0,19.0,23.0,32.0,56.0,19.0,16.0,32.0,29.0,14.0,25.0,34.0
chr9,Pdcd7,10.0,9.0,14.0,13.0,20.0,10.0,9.0,12.0,13.0,11.0,11.0,14.0
chr9,Pde4a,33.0,25.0,29.0,38.0,76.0,28.0,29.0,33.0,42.0,36.0,36.0,33.0
chr9,Pdgfd,9.0,18.0,21.0,23.0,23.0,19.0,20.0,21.0,22.0,22.0,20.0,22.0
chr9,Peak1,54.0,62.0,54.0,57.0,73.0,53.0,52.0,52.0,64.0,51.0,67.0,66.0
chr9,Pfkfb4,37.0,34.0,35.0,32.0,94.0,31.0,32.0,31.0,32.0,29.0,29.0,42.0
chr9,Pgm3,18.0,20.0,24.0,26.0,37.0,28.0,19.0,27.0,33.0,19.0,29.0,31.0
chr9,Pgr,55.0,61.0,90.0,84.0,106.0,87.0,96.0,88.0,102.0,87.0,85.0,97.0
chr9,Phip,41.0,51.0,66.0,63.0,217.0,57.0,57.0,76.0,120.0,50.0,68.0,92.0
chr9,Phldb1,8.0,13.0,6.0,27.0,31.0,5.0,8.0,21.0,18.0,1.0,20.0,14.0
chr9,Pias1,13.0,17.0,20.0,16.0,47.0,10.0,13.0,22.0,36.0,16.0,21.0,35.0
chr9,Pigb,11.0,14.0,17.0,15.0,30.0,15.0,19.0,19.0,15.0,12.0,16.0,18.0
chr9,Pigbos1,1.0,1.0,2.0,3.0,7.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0
chr9,Pigyl,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
chr9,Pik3cb,30.0,25.0,29.0,31.0,35.0,30.0,25.0,25.0,33.0,27.0,30.0,30.0
chr9,Pik3r4,39.0,39.0,40.0,42.0,75.0,40.0,42.0,39.0,42.0,39.0,42.0,39.0
chr9,Pin1,11.0,9.0,33.0,37.0,66.0,20.0,29.0,18.0,25.0,10.0,13.0,30.0
chr9,Pkm,92.0,106.0,108.0,115.0,137.0,106.0,113.0,109.0,114.0,104.0,112.0,124.0
chr9,Pknox2,10.0,11.0,5.0,7.0,31.0,5.0,3.0,3.0,9.0,2.0,3.0,2.0
chr9,Plcd1,12.0,13.0,11.0,14.0,16.0,13.0,13.0,13.0,14.0,13.0,11.0,14.0
chr9,Plekho2,11.0,10.0,11.0,11.0,12.0,10.0,11.0,10.0,11.0,11.0,10.0,11.0
chr9,Plod2,4.0,7.0,12.0,15.0,16.0,12.0,15.0,15.0,16.0,14.0,11.0,14.0
chr9,Plppr2,15.0,13.0,22.0,21.0,23.0,14.0,20.0,20.0,20.0,18.0,16.0,19.0
chr9,Pls1,22.0,22.0,22.0,24.0,26.0,23.0,24.0,25.0,24.0,23.0,24.0,23.0
chr9,Plscr1,,,,,1.0,1.0,,1.0,2.0,1.0,,1.0
chr9,Plscr2,10.0,18.0,17.0,22.0,20.0,17.0,18.0,20.0,20.0,15.0,18.0,20.0
chr9,Plscr4,11.0,10.0,31.0,30.0,31.0,22.0,30.0,30.0,32.0,30.0,28.0,32.0
chr9,Plxnb1,46.0,41.0,52.0,41.0,72.0,38.0,33.0,40.0,36.0,34.0,37.0,60.0
chr9,Pml,35.0,33.0,34.0,38.0,39.0,32.0,38.0,42.0,36.0,36.0,34.0,38.0
chr9,Poc1a,6.0,2.0,7.0,10.0,8.0,5.0,8.0,10.0,6.0,4.0,8.0,9.0
chr9,Poglut3,6.0,7.0,9.0,9.0,11.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0
chr9,Polr2m,11.0,11.0,9.0,12.0,13.0,9.0,11.0,9.0,12.0,11.0,10.0,11.0
chr9,Pomgnt2,23.0,48.0,42.0,51.0,105.0,33.0,26.0,31.0,42.0,27.0,42.0,64.0
chr9,Ppan,13.0,17.0,18.0,15.0,22.0,16.0,15.0,17.0,17.0,12.0,17.0,17.0
chr9,Ppcdc,36.0,18.0,21.0,38.0,37.0,24.0,19.0,30.0,43.0,24.0,25.0,28.0
chr9,Ppia,16.0,12.0,15.0,16.0,24.0,14.0,17.0,15.0,16.0,14.0,14.0,16.0
chr9,Ppib,12.0,23.0,25.0,21.0,30.0,23.0,25.0,22.0,23.0,19.0,23.0,25.0
chr9,Ppm1m,7.0,5.0,6.0,7.0,17.0,8.0,9.0,6.0,7.0,6.0,7.0,6.0
chr9,Ppp2r1b,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr9,Ppp2r3a,31.0,31.0,34.0,43.0,38.0,31.0,34.0,37.0,49.0,32.0,38.0,35.0
chr9,Prdm10,17.0,20.0,34.0,23.0,43.0,31.0,26.0,24.0,33.0,21.0,26.0,27.0
chr9,Prkar2a,14.0,14.0,14.0,14.0,21.0,14.0,14.0,14.0,14.0,14.0,16.0,14.0
chr9,Prkcsh,7.0,16.0,20.0,12.0,35.0,14.0,19.0,13.0,21.0,6.0,14.0,24.0
chr9,Prss35,16.0,22.0,20.0,24.0,21.0,14.0,21.0,25.0,25.0,23.0,24.0,23.0
chr9,Prtg,7.0,13.0,11.0,34.0,38.0,16.0,22.0,25.0,35.0,31.0,9.0,21.0
chr9,Psma4,2.0,21.0,23.0,19.0,36.0,12.0,26.0,20.0,23.0,4.0,24.0,26.0
chr9,Pth1r,4.0,4.0,5.0,3.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,6.0
chr9,Ptpn23,18.0,13.0,15.0,18.0,41.0,18.0,19.0,20.0,13.0,13.0,17.0,23.0
chr9,Ptpn9,21.0,18.0,21.0,20.0,43.0,17.0,18.0,18.0,28.0,17.0,23.0,21.0
chr9,Pts,2.0,1.0,1.0,9.0,21.0,5.0,4.0,6.0,5.0,1.0,2.0,3.0
chr9,Pus3,7.0,12.0,19.0,20.0,19.0,11.0,14.0,11.0,20.0,19.0,18.0,22.0
chr9,Pxylp1,16.0,16.0,16.0,20.0,27.0,16.0,16.0,16.0,17.0,18.0,20.0,17.0
