Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
Dync1h1,61204,55118,71592,87637,136995,79609,78760,95813,135134,85525,81800,89600
Dync1i1,4901,6137,7999,8383,12136,7355,8494,8205,13066,7921,7606,9079
Dync1i2,4818,6005,7936,8479,13744,7715,8381,8684,12824,8338,7651,9494
Dync1li1,3362,3682,4727,5677,9263,5212,5412,5745,8545,5258,4874,5857
Dync2h1,4168,4188,5983,6507,12375,5647,6174,6551,9125,5546,5720,7397
Dync2li1,397,518,632,773,1166,629,645,648,1057,562,557,859
Dynll1,5585,7659,9787,10408,15598,12121,10553,11401,14149,10398,9849,11569
Dynll2,12491,9385,11674,14548,18199,12199,13758,14833,15448,11717,11412,15970
Dynlrb1,1569,2306,2372,3130,4578,2848,2596,2821,3425,2356,2215,3207
Dynlrb2,82,54,32,274,250,95,44,145,165,44,50,98
Dynlt1a,105,68,223,181,502,74,98,173,113,182,155,211
Dynlt1b,35,11,47,70,140,18,10,36,23,36,38,66
Dynlt1c,0,0,0,0,0,0,0,0,0,0,0,0
Dynlt1f,3,2,5,9,15,7,4,0,3,4,3,8
Dynlt3,3158,7552,10040,11029,15113,8839,10183,10472,15231,10811,9089,11510
Dyrk1a,5728,7509,10874,11493,17359,9934,11279,11625,17455,11240,9278,12455
Dyrk1b,1588,1510,1860,2089,3603,2052,1931,2040,3028,1891,1802,2451
Dyrk2,1950,1938,2436,2381,4163,3281,2607,2917,4189,2221,2535,3360
Dyrk3,933,825,1003,1068,2021,1461,1431,1294,2093,1153,1147,1523
Dyrk4,2,3,4,15,16,5,14,8,9,3,7,6
Dysf,355,288,252,468,854,290,265,439,647,391,297,433
Dytn,1,4,1,11,20,4,6,11,9,2,2,7
Dzank1,12058,10729,16987,15275,32129,16478,16597,16617,27159,15442,15646,20101
Dzip1,3738,4898,6159,5695,11406,6879,6276,6317,10504,6083,6752,7293
Dzip1l,1027,865,1371,1307,2164,1228,1255,1015,1488,1029,907,1338
Dzip3,4719,7384,10447,11285,19285,11054,11550,11460,18026,12035,10321,13150
E030003E18Rik,2,3,15,12,12,0,1,0,2,3,3,9
E030011O05Rik,19,29,41,57,62,37,37,37,55,36,36,33
E030013I19Rik,22,55,32,22,24,38,126,71,77,10,47,143
E030018B13Rik,0,0,0,2,5,0,0,2,1,0,0,0
E030024N20Rik,123,164,176,155,277,122,119,164,200,87,154,202
E030025P04Rik,0,0,0,0,1,0,0,0,0,0,0,0
E030030I06Rik,0,0,1,1,1,1,1,0,0,4,4,1
E030044B06Rik,0,0,0,0,0,0,0,0,2,0,0,0
E130006D01Rik,47,23,64,46,117,76,78,27,74,34,45,57
E130008D07Rik,65,169,180,98,286,163,210,193,282,159,138,141
E130018N17Rik,2,0,2,5,0,0,1,2,6,1,0,2
E130018O15Rik,0,0,0,0,0,0,0,0,0,0,0,0
E130101E03Rik,0,0,0,0,0,0,0,0,0,0,0,1
E130102H24Rik,46,153,135,175,271,147,115,100,174,112,123,186
E130112N10Rik,33,27,59,44,68,36,38,26,57,29,35,36
E130114P18Rik,53,119,138,194,326,172,147,195,289,161,144,194
E130119H09Rik,1,0,1,6,9,1,1,1,2,6,1,0
E130201H02Rik,4,6,3,9,3,2,4,3,7,4,2,3
E130215H24Rik,20,33,24,36,35,38,50,30,40,21,28,26
E130218I03Rik,4,0,3,1,5,1,3,2,0,3,2,3
E130304I02Rik,10,8,4,9,13,3,2,2,6,8,7,4
E130307A14Rik,366,370,550,530,905,546,548,467,801,455,492,627
E130308A19Rik,456,479,662,940,1188,545,580,904,1171,733,645,856
E130309D02Rik,869,786,984,1148,1829,1035,1136,1074,1657,1003,893,1146
E130310I04Rik,1,2,0,8,0,4,1,7,7,2,0,0
E130311K13Rik,315,319,384,445,593,459,464,456,731,393,401,495
E130317F20Rik,177,206,225,266,420,186,277,295,419,220,189,310
E230013L22Rik,25,38,1,94,41,4,2,34,54,6,2,34
E230016K23Rik,22,15,2,24,36,25,5,43,27,3,11,46
E230016M11Rik,40,80,104,101,176,84,84,76,144,78,60,107
E230025N22Rik,1,1,5,4,4,2,1,5,7,9,1,0
E230029C05Rik,53,58,88,65,137,74,82,48,97,79,76,98
E230032D23Rik,0,0,1,0,0,0,0,0,0,0,1,1
E2f1,608,213,426,360,770,246,465,394,508,572,147,271
E2f2,74,62,88,84,145,72,81,83,136,74,70,108
E2f3,2109,2420,3136,3713,4634,2771,3361,4035,5568,4245,3121,3598
E2f5,286,387,542,591,990,555,558,590,795,558,514,629
E2f6,923,1146,1416,1555,2757,1428,1456,1552,2226,1340,1331,1803
E2f7,10,21,11,28,41,10,6,14,20,13,9,17
E2f8,11,8,15,16,25,11,9,20,25,8,5,4
E330011O21Rik,8,26,33,28,46,28,26,51,50,29,26,20
E330012B07Rik,0,0,0,0,0,0,0,0,0,0,0,2
E330013P04Rik,30,43,81,81,81,36,94,85,119,93,49,61
E330014E10Rik,0,0,0,0,0,0,0,0,0,0,0,0
E330016L19Rik,0,0,0,0,0,0,0,0,0,0,0,0
E330017L17Rik,0,0,1,1,1,1,0,0,0,3,0,0
E330021D16Rik,0,0,0,0,0,0,0,0,0,0,0,0
E330023G01Rik,0,0,0,0,3,0,0,0,0,0,0,0
E330032C10Rik,1,1,0,0,0,1,0,0,0,0,1,0
E330033B04Rik,273,310,383,402,603,247,278,352,509,310,385,421
E330034G19Rik,0,1,0,1,7,1,0,2,2,0,3,2
E430016F16Rik,4,2,5,4,3,5,8,6,15,1,5,8
E430018J23Rik,235,327,383,403,634,319,423,396,604,391,364,402
E4f1,666,826,913,966,1918,1010,995,913,1328,701,862,1115
E530001F21Rik,31,34,38,18,68,7,35,44,51,9,14,14
E530011L22Rik,485,511,579,634,979,474,551,693,803,449,425,630
EU599041,0,0,0,2,1,0,2,0,0,0,0,0
Eaf1,839,976,1052,1539,2173,1214,1202,1586,1978,1207,1165,1508
Eaf2,39,25,26,63,81,24,28,56,41,20,30,35
Eapp,1773,1602,2476,2693,4015,2519,2760,2541,3794,2651,2326,2868
Ear1,0,0,0,0,0,0,0,1,0,0,0,0
Ear10,0,0,0,0,0,0,0,1,0,0,0,0
Ear12,0,0,0,0,0,0,0,0,0,0,0,0
Ear14,0,0,0,0,0,0,0,0,0,0,0,0
Ear2,0,0,0,0,0,0,0,0,0,0,0,0
Ear3,0,0,0,0,0,0,0,0,0,0,0,0
Ear4,0,0,0,0,0,0,0,0,0,0,0,0
Ear6,0,0,0,0,0,0,0,0,0,0,0,0
Ear7,0,0,0,0,0,0,0,0,0,0,0,0
Ears2,604,463,623,739,1482,637,743,707,1158,660,674,820
Ebag9,665,837,1213,1530,2049,1243,1476,1560,1844,1280,1172,1711
Ebf1,155,150,210,269,487,175,242,275,434,249,244,272
Ebf2,16,22,3,24,80,7,15,12,11,12,12,29
Ebf3,6,29,38,83,138,28,37,39,66,31,20,44
Ebf4,409,393,741,395,1107,623,658,462,716,367,452,621
Ebi3,6,17,20,36,43,16,30,32,56,21,22,37
Ebna1bp2,1119,1001,1458,1518,2533,1475,1546,1356,2046,1221,1331,1634
Ebp,417,443,727,778,1022,480,681,746,1127,604,526,765
Ebpl,408,336,405,561,847,587,543,531,704,367,408,601
Ecd,1401,1574,2218,2436,3712,2095,2244,2390,3746,2326,2131,2640
Ece1,1612,2147,3423,3170,6069,2426,3181,2242,5178,3019,2672,3638
Ece2,25,15,29,22,39,11,35,14,31,11,18,21
Ecel1,1027,105,642,307,2103,162,132,147,223,89,151,994
Ech1,1312,1274,1748,2066,2860,1586,1763,1751,2784,1690,1363,2085
Echdc1,845,1224,1429,1915,2417,1592,1652,2012,2783,1830,1673,1900
Echdc2,261,300,325,335,560,291,405,296,477,279,375,406
Echdc3,31,22,22,39,67,26,24,55,63,22,14,41
Echs1,1937,1487,2166,2523,3317,1880,2284,2274,3560,2205,1996,2519
Eci1,602,572,558,835,1226,672,687,811,1235,597,570,846
Eci2,1252,1175,1690,1696,2724,1397,1717,1629,2572,1702,1432,1853
Eci3,62,66,19,175,140,43,16,124,165,19,26,136
Ecm1,128,105,109,191,287,184,124,155,210,108,121,215
Ecm2,501,795,770,1605,1402,346,701,1533,1798,692,447,1339
Ecpas,8059,10031,14147,14697,22512,12335,14578,14699,21931,14265,12435,16186
Ecrg4,988,1048,43,2395,1555,355,56,1822,1635,93,88,1729
Ecscr,14,34,41,53,55,44,42,41,81,42,41,41
Ecsit,981,1173,1497,1694,2589,1545,1561,1657,2479,1556,1425,1812
Ect2,40,55,62,115,152,56,61,82,119,73,68,105
Ect2l,31,25,14,98,131,42,25,41,77,10,27,92
Eda,307,433,608,451,1207,578,574,542,1033,457,397,667
Eda2r,14,11,15,46,33,22,23,32,48,13,13,31
Edar,17,11,6,37,71,8,6,24,31,6,7,24
Edaradd,23,34,35,30,48,29,36,17,57,82,35,29
Edc3,1040,1076,1666,1491,2876,1554,1648,1594,2563,1530,1344,1796
Eddm3b,0,1,0,0,0,0,0,0,0,0,0,0
Edem1,1442,1425,1707,2097,2922,1780,2030,2251,3243,1838,1779,2407
Edem2,735,624,914,1017,1482,923,955,1088,1547,1084,879,1064
Edem3,3377,4456,5534,6764,9824,6573,6569,6760,8756,5728,5784,7654
Edf1,2207,1517,1662,2240,3063,2310,2211,1969,2506,1876,1779,2226
Edil3,5763,7151,13097,14585,23216,6692,11959,12508,18248,15351,10801,12566
Edn1,36,50,38,56,38,52,38,43,87,28,43,41
Edn2,0,0,1,0,1,1,0,0,0,0,0,0
Edn3,147,200,213,353,402,230,215,338,391,191,204,353
Ednra,170,250,423,320,519,539,380,406,628,349,409,472
Ednrb,1686,3181,3545,4115,6704,3380,3360,3780,6755,2767,3321,4350
Edrf1,1824,2369,3181,3064,5361,2894,2921,2888,4676,2575,2928,3725
Eea1,3385,4734,6822,7557,11716,7063,6929,7367,11380,6954,6481,8443
Eed,469,557,662,833,1446,684,796,840,1060,769,614,857
Eef1a1,53806,55465,72887,79557,107449,76122,80409,77249,102133,77602,65746,84716
Eef1a2,32997,37540,51017,53604,81003,55162,52821,53592,79890,52929,48385,59693
Eef1akmt1,580,577,570,811,1336,762,704,759,1113,705,746,810
Eef1akmt2,235,375,498,564,827,432,537,514,588,484,424,549
Eef1akmt3,1,1,1,0,6,1,1,1,5,5,5,0
Eef1akmt4,3,20,15,19,33,12,7,26,41,19,21,28
Eef1akmt4-ece2,0,0,0,0,0,0,0,0,0,0,0,0
Eef1aknmt,511,438,624,648,1140,607,699,676,1038,611,552,780
Eef1b2,2909,2429,3417,4268,5891,3895,4271,3601,4843,3267,3261,4401
Eef1d,3141,2069,2714,3149,5286,2791,3055,2850,4256,2719,2796,3343
Eef1e1,609,637,934,1022,1721,1066,1031,1052,1443,948,985,1158
Eef1g,8024,6508,7684,10272,17195,8795,9375,8493,12869,9377,8997,10936
Eef2,34814,38959,54835,58767,84459,54243,54551,55148,81006,55828,46671,61073
Eef2k,1582,1776,2696,2542,3748,1919,2568,2423,3650,2342,2131,2850
Eef2kmt,101,151,162,291,346,195,162,201,292,167,122,221
Eefsec,989,768,1164,1186,1997,1132,1159,1182,2020,1089,1183,1365
Eepd1,627,580,599,971,1341,515,784,1175,1405,1165,825,682
Efcab1,416,448,444,811,1108,589,528,639,985,419,375,756
Efcab10,19,41,39,102,99,66,41,45,88,34,15,65
Efcab11,6,7,5,19,5,4,3,15,6,8,3,10
Efcab12,131,136,78,280,474,182,92,164,218,107,94,238
Efcab14,2999,4122,5325,7969,9265,4966,5731,7188,9798,5997,5796,7237
Efcab15,35,51,45,47,68,28,34,30,57,31,44,46
Efcab2,681,749,1096,1259,1855,1141,1180,1204,1788,975,919,1305
Efcab3,1,0,5,0,12,3,1,0,6,1,2,3
Efcab5,126,252,252,262,544,334,259,355,496,351,264,344
Efcab6,200,343,141,221,718,521,362,557,1085,173,383,549
Efcab7,68,169,178,293,330,179,200,204,369,217,188,227
Efcab8,18,14,6,17,52,12,14,16,9,4,5,25
Efcab9,14,37,61,55,73,51,40,56,81,53,47,55
Efcc1,230,223,323,350,691,264,317,337,496,232,272,389
Efemp1,211,328,520,586,830,350,425,592,1069,575,560,628
Efemp2,443,477,498,959,1190,480,463,600,895,461,427,830
Efhb,64,76,36,223,227,85,35,137,149,27,37,177
Efhc1,81,113,45,312,246,101,38,189,227,36,48,191
Efhc2,129,203,284,263,381,115,217,260,401,273,107,288
Efhd1,372,524,630,1290,1085,634,558,864,1249,663,747,909
Efhd2,4888,2963,4174,4993,10172,4999,5144,5378,7205,4916,4569,5462
Efl1,627,712,1129,1201,1754,980,988,1109,1662,1014,902,1253
Efna1,146,156,202,254,258,153,196,208,406,205,183,207
Efna2,311,252,348,349,600,358,378,421,514,365,296,388
Efna3,2019,2503,3224,2973,4892,4047,3507,3062,4963,2620,3355,3944
Efna4,24,15,22,30,44,16,24,24,28,14,10,28
Efna5,741,651,1706,1201,3036,1086,1071,495,1997,566,716,1690
Efnb1,677,576,718,666,1608,855,625,611,982,517,681,917
Efnb2,2213,1633,3566,2311,7613,4352,3383,1883,4587,1038,2334,4211
Efnb3,5036,4151,8911,8632,13598,7064,7592,6039,10380,4707,5508,8905
Efr3a,7619,8930,12558,13283,20551,12340,14149,13753,19848,14365,11340,13769
Efr3b,17340,18352,25789,24373,35285,18509,24745,21005,34420,21109,23706,27533
Efs,893,651,690,1267,1610,728,682,809,922,465,531,977
Eftud2,4137,4417,6330,6415,10529,5992,6691,6337,10007,6079,5707,7081
Egf,47,74,72,106,136,50,84,71,114,53,59,95
Egfbp2,0,0,0,0,0,0,0,0,0,0,0,0
Egfem1,714,625,585,636,1130,878,954,969,1265,740,768,920
Egfl6,72,134,104,157,222,155,166,430,477,204,188,188
Egfl7,1065,722,947,1040,1710,916,1220,990,1494,877,1008,1212
Egfl8,37,26,33,57,80,40,36,33,56,46,35,40
Egflam,125,112,191,197,362,235,200,184,349,169,168,244
Egfr,934,1139,1790,1750,3188,2010,1568,1673,2933,1349,1675,2183
Egln1,3782,3782,5337,5191,7877,4731,4639,4452,7930,5205,4694,4891
Egln2,3844,2320,3026,3263,5567,3430,3438,3024,4613,2911,3044,3724
Egln3,170,267,239,463,705,324,306,409,569,361,333,364
Egr1,4294,4527,4513,5921,12777,7125,5140,8981,9725,6031,7605,6934
Egr2,213,126,131,132,690,282,102,289,218,106,342,142
Egr4,1132,823,817,890,1695,1232,996,1147,1355,836,1088,1204
Ehbp1,3517,4208,5411,5757,10203,4928,5475,5558,8492,5268,4654,6836
Ehbp1l1,1117,500,829,858,2042,985,904,662,963,806,706,994
Ehd1,3118,3876,4358,6081,6349,3084,4723,4709,7003,6131,5424,5685
Ehd2,268,320,444,504,653,446,465,564,824,374,427,501
Ehd3,6343,6559,11473,10572,15077,8257,11089,10036,14789,11980,8641,10762
Ehd4,339,380,445,711,1392,543,464,610,875,387,391,676
Ehf,10,8,2,37,25,11,1,9,12,0,1,27
Ehhadh,123,174,175,406,406,143,230,323,423,327,186,292
Ehmt1,2359,2429,3120,3255,5377,3204,3248,3299,5082,3007,2974,3806
Ehmt2,11038,8893,11894,11033,20008,12108,12544,11727,18144,10676,10607,13610
Ei24,2464,3456,4788,5024,7821,4651,5173,5046,7479,4494,4056,5565
Eid1,8083,7227,9644,10514,15192,10509,12303,11244,14632,11402,10250,11646
Eid2,1357,967,1268,1573,2381,1457,1436,1458,2121,1401,1429,1715
Eid2b,1444,1049,1860,1698,3470,1631,2337,1796,2491,1861,1529,1837
Eid3,24,10,14,45,40,25,23,41,37,21,26,37
Eif1,6677,8494,11470,12013,17924,11771,12713,12211,16320,11696,9946,13476
Eif1a,1612,1897,2514,3117,4671,2524,2919,3094,4008,2854,2474,3376
Eif1ad,644,675,832,960,1591,813,994,936,1405,819,875,1052
Eif1ax,6547,10478,14851,14627,22263,13598,16797,15418,23066,15360,12781,16587
Eif1b,2033,3340,3891,5230,5903,3634,3808,4707,6487,4781,3991,4841
Eif2a,1201,1897,2357,2789,3970,2539,2614,2832,4307,2808,2298,3021
Eif2ak1,2365,2750,3664,4089,6074,3950,4101,3915,6206,3676,3639,4545
Eif2ak2,347,626,673,920,1116,558,691,744,1263,483,552,976
Eif2ak3,1573,1511,1927,2246,3589,2014,1993,2164,3400,1947,1856,2352
Eif2ak4,1297,1713,2154,2276,3747,2276,2059,2182,3626,1785,1967,2596
Eif2b1,765,1032,1426,1441,2356,1290,1443,1522,2314,1368,1279,1705
Eif2b2,742,776,922,1150,1840,1038,1081,1154,1762,952,884,1283
Eif2b3,708,652,946,905,1461,789,1132,1020,1624,917,929,1115
Eif2b4,1105,948,1307,1349,2002,1178,1370,1182,1954,1145,1102,1466
Eif2b5,2787,2547,3194,3906,5638,3245,3671,3550,5301,3251,2989,3789
Eif2c5,0,0,0,0,0,0,0,0,0,0,0,0
Eif2d,1148,1111,1385,1342,2479,1395,1477,1377,2085,1346,1268,1638
Eif2s1,1234,2027,2441,2799,4312,2750,2982,2832,4251,2766,2388,3354
Eif2s2,1353,2455,2877,3610,5298,3343,3196,3512,5217,3167,2721,3927
Eif2s3x,2261,3193,4564,7527,11025,6797,4973,4943,7822,7260,6296,8148
Eif3a,6374,6690,9217,10471,15192,9128,9810,9798,14390,9485,8805,11337
Eif3b,4499,4280,5376,6083,9771,5593,5839,6025,9144,5574,5282,6829
Eif3c,6900,8150,11265,11963,17923,11583,11682,11334,17603,11379,10180,13490
Eif3d,1809,2354,3272,3645,5860,3263,3301,3395,5643,3293,2901,3893
Eif3e,2071,3820,4882,5247,7434,5290,5416,5186,7624,4846,4388,6155
Eif3f,3554,3493,5129,4869,8097,5004,5135,5374,8295,4929,4668,5842
Eif3g,2766,2043,2612,3111,4604,2733,3067,2870,4165,2559,2553,3253
Eif3h,2924,3310,4780,5031,8108,4563,5024,5033,7864,5018,4294,5348
Eif3i,2046,2196,2907,3040,4929,3136,3084,3189,4810,2889,2579,3446
Eif3j1,822,1218,1765,1769,2737,1605,1746,1869,2736,1867,1614,2062
